City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Baiyin,36.56,104.21,55.4,100,90,2.24,CN,1592269164
Teyateyaneng,-29.15,27.75,29.16,76,0,2.42,LS,1592269165
Sladkovo,55.53,70.34,52.83,72,4,3.69,RU,1592269166
Lokachi,50.74,24.65,61.0,98,13,8.16,UA,1592269023
Cap Malheureux,-19.98,57.61,69.01,78,94,5.01,MU,1592269171
Berlevåg,70.86,29.09,41.56,70,100,23.33,NO,1592268945
Sittwe,20.15,92.9,83.79,82,100,15.03,MM,1592268938
Belmonte,-15.86,-38.88,71.6,83,90,10.29,BR,1592269174
Zabul Province,32.25,67.25,67.57,23,0,7.16,AF,1592269175
Abu Samrah,35.3,37.18,65.16,62,0,7.14,SY,1592269176
Kawalu,-7.38,108.21,77.23,86,69,1.77,ID,1592269177
Coolum Beach,-26.53,153.1,64.99,92,94,3.0,AU,1592269178
Beira,-19.84,34.84,73.4,69,40,12.75,MZ,1592269179
Iki-Burul,45.82,44.65,75.2,29,68,13.42,RU,1592269180
Makkah al Mukarramah,21.43,39.83,90.21,19,0,4.41,SA,1592269182
Fraserburgh,57.69,-2.02,51.01,89,100,1.01,GB,1592269183
Hwange,-18.37,26.5,53.35,81,0,3.4,ZW,1592269185
Thompson,55.74,-97.86,66.2,77,90,2.24,CA,1592269043
Bambanglipuro,-7.95,110.28,81.88,80,5,9.37,ID,1592269187
Chicama,-7.84,-79.15,65.16,80,29,6.44,PE,1592269188
Samarai,-10.62,150.67,80.15,83,79,18.28,PG,1592269189
Vanavara,60.34,102.28,57.6,51,0,6.69,RU,1592268950
Flin Flon,54.77,-101.86,65.21,48,0,17.74,CA,1592269191
Alekseyevka,50.63,38.69,59.09,69,53,8.37,RU,1592269193
Rio Claro,-22.41,-47.56,57.2,93,0,4.7,BR,1592269194
Bāsudebpur,21.14,86.74,86.23,73,100,5.01,IN,1592269195
Paratinga,-12.69,-43.18,73.4,73,0,11.41,BR,1592269196
Douglas,41.3,-96.17,89.6,38,1,17.22,US,1592268978
Bonavista,48.65,-53.11,43.0,79,100,1.01,CA,1592269198
Paraúna,-16.95,-50.45,64.42,63,0,4.7,BR,1592269199
Batetskiy,58.65,30.3,61.11,97,17,3.91,RU,1592269200
Avera,33.19,-82.53,69.8,77,75,6.93,US,1592269201
Richards Bay,-28.78,32.04,55.92,72,0,8.21,ZA,1592269203
Buluang,13.31,123.34,86.88,61,48,1.41,PH,1592269204
Ancud,-41.87,-73.82,52.0,87,75,13.87,CL,1592269206
Hualmay,-11.1,-77.61,62.74,83,16,8.08,PE,1592269207
Yar-Sale,66.83,70.83,50.97,86,100,14.9,RU,1592269208
Luxor,25.7,32.64,80.6,39,0,6.46,EG,1592269210
Biltine,14.53,20.92,81.09,51,0,7.09,TD,1592269211
Seoul,37.57,126.98,75.2,64,75,5.82,KR,1592269167
Sorong,-0.88,131.25,82.98,74,0,4.99,ID,1592269213
Mt. Pleasant,32.79,-79.86,66.2,93,90,11.41,US,1592269214
Acton Vale,45.65,-72.57,64.99,47,100,2.84,CA,1592269215
Quzhou,28.96,118.87,85.95,71,100,7.0,CN,1592269216
Kati,12.74,-8.07,80.6,74,100,3.36,ML,1592269218
Marabu,4.41,114.01,84.2,83,75,2.24,MY,1592269219
Biak,-0.91,122.88,81.48,76,2,5.77,ID,1592269220
Pendleton,45.67,-118.79,64.0,67,40,10.29,US,1592269124
Pisco,-13.7,-76.22,64.4,82,20,4.7,PE,1592268983
Daru,-9.08,143.21,80.37,83,59,19.15,PG,1592269224
Slonim,53.09,25.32,55.53,86,47,4.59,BY,1592269227
Kutulik,53.35,102.78,53.58,90,100,14.12,RU,1592269229
Dingle,11.0,122.67,84.7,73,100,9.66,PH,1592269230
Chililabombwe,-12.36,27.82,51.8,79,20,6.53,ZM,1592269216
Sal Rei,16.18,-22.92,78.8,88,0,11.41,CV,1592269232
Kaeo,-35.1,173.78,61.0,3,100,5.01,NZ,1592269233
Pangani,-5.43,38.97,70.83,88,74,11.18,TZ,1592269234
Hashimoto,34.32,135.62,80.01,69,75,10.29,JP,1592269235
Nizwá,22.93,57.53,85.8,37,72,1.01,OM,1592269237
Dicabisagan,17.08,122.42,85.93,64,62,3.22,PH,1592269238
Port Blair,11.67,92.75,83.79,80,100,19.57,IN,1592269237
Ulaangom,49.98,92.07,64.6,52,4,5.79,MN,1592269240
Alta,69.97,23.27,44.6,70,18,13.87,NO,1592268973
Khanbari,27.37,87.2,75.13,71,100,0.92,NP,1592269242
Ajuchitlán,20.72,-100.02,78.8,26,40,21.92,MX,1592269243
Yuncheng,35.02,110.99,70.47,79,100,5.91,CN,1592269245
Opuwo,-18.06,13.84,55.13,44,0,7.54,NA,1592269246
Noumea,-22.28,166.46,80.6,42,1,8.05,NC,1592269204
Ashland,40.82,-82.27,75.2,53,1,5.82,US,1592269104
Domoni,-12.26,44.53,74.75,73,55,11.01,KM,1592269250
Sol'vychegodsk,61.33,46.92,56.91,83,0,5.59,RU,1592269251
Leninsk,48.71,45.2,60.8,36,1,11.18,RU,1592269252
Meridian,43.61,-116.39,57.99,76,20,5.82,US,1592269250
Talnakh,69.49,88.4,42.8,75,75,15.66,RU,1592269254
Grão Mogol,-16.56,-42.89,60.82,98,52,5.08,BR,1592269255
Khilok,51.37,110.47,78.48,35,93,2.48,RU,1592269256
Ust'-Karsk,52.7,118.81,81.46,35,59,2.17,RU,1592269258
Inírida,3.87,-67.92,74.26,97,100,2.84,CO,1592269045
Zhigansk,66.77,123.37,55.58,73,100,21.7,RU,1592269260
Prestea,5.43,-2.14,73.44,93,89,1.74,GH,1592269261
Lohr a. Main,49.99,9.58,59.0,96,100,1.01,DE,1592269262
Grand Gaube,-20.01,57.66,69.01,78,95,5.01,MU,1592269259
Kutum,14.2,24.67,74.77,47,25,2.73,SD,1592269264
Sambava,-14.27,50.17,71.73,88,100,9.95,MG,1592269265
Hay River,60.82,-115.8,48.2,76,75,13.87,CA,1592269266
Key West,24.56,-81.78,89.6,62,1,5.82,US,1592269267
San Jose de Guanipa,8.89,-64.17,79.05,78,100,9.51,VE,1592269269
Mata,40.68,-7.46,54.0,92,100,3.2,PT,1592269270
Qaqortoq,60.72,-46.03,42.8,75,100,3.36,GL,1592269157
Suclayin,15.76,121.55,85.1,71,27,3.87,PH,1592269272
Meulaboh,4.14,96.13,78.44,85,100,3.67,ID,1592269274
Riachão das Neves,-11.75,-44.91,70.61,63,7,5.99,BR,1592269275
Morant Bay,17.88,-76.41,86.0,74,20,14.99,JM,1592269008
Oistins,13.07,-59.53,82.4,69,40,19.46,BB,1592269278
Libreville,0.39,9.45,77.0,88,75,4.7,GA,1592269279
Itaituba,-4.28,-55.98,76.71,73,49,1.66,BR,1592269107
Quelimane,-17.88,36.89,63.14,89,10,5.3,MZ,1592269281
Eureka,40.8,-124.16,63.0,87,90,8.05,US,1592269021
Nosy Varika,-20.58,48.53,63.3,87,1,6.93,MG,1592269283
Antsohihy,-14.88,47.99,74.16,62,87,5.75,MG,1592269284
Burns Lake,54.23,-125.75,64.04,34,93,9.95,CA,1592269259
Hebi,35.9,114.19,70.65,74,100,10.16,CN,1592269287
Cayenne,4.93,-52.33,77.0,100,100,2.8,GF,1592269003
Båtsfjord,70.63,29.72,41.41,68,89,21.99,NO,1592269290
Muhos,64.81,25.99,57.2,87,3,6.93,FI,1592269291
Ugoofaaru,5.67,73.0,84.76,77,100,18.32,MV,1592269292
Joshīmath,30.57,79.57,64.24,43,20,3.27,IN,1592269293
Vardø,70.37,31.11,42.49,70,78,21.25,NO,1592269294
Azángaro,-14.92,-70.22,43.11,66,100,2.42,PE,1592269295
Grand-Lahou,5.14,-5.02,76.91,87,51,7.56,CI,1592269296
Anadyr,64.75,177.48,53.6,62,55,11.18,RU,1592269298
Arman',59.7,150.17,60.73,49,0,6.55,RU,1592269299
Alekseyevsk,57.84,108.35,62.28,90,100,4.07,RU,1592269300
Mahon,39.89,4.27,64.4,93,76,3.36,ES,1592269301
Chebarkul',54.97,60.36,52.97,83,28,4.0,RU,1592269302
Namatanai,-3.67,152.43,84.67,70,86,7.23,PG,1592269303
Sobolevo,54.43,31.9,62.24,96,72,5.59,RU,1592269287
Laas,46.62,10.7,50.0,87,90,8.05,IT,1592269305
Acapulco de Juárez,16.86,-99.89,86.0,70,40,10.29,MX,1592269207
Palhoça,-27.8,-48.66,66.2,77,75,6.93,BR,1592269307
Lüderitz,-26.65,15.16,73.4,11,0,21.92,NA,1592269309
Puri,19.8,85.85,78.8,94,75,3.36,IN,1592269086
Aswān,24.09,32.91,79.77,26,0,11.56,EG,1592269311
Faanui,-16.48,-151.75,79.3,85,44,12.95,PF,1592269312
Bereda,43.27,-7.54,55.99,100,79,5.99,ES,1592269313
Port Lincoln,-34.73,135.87,59.9,68,37,14.5,AU,1592269314
Cedeno,7.05,-72.16,71.37,83,100,2.93,CO,1592269315
Yangi Marg`ilon,40.43,71.72,71.6,35,0,3.6,UZ,1592269317
Saint Anthony,45.02,-93.22,82.4,48,1,10.29,US,1592269318
Pilar,-9.6,-35.96,73.4,94,90,3.36,BR,1592269319
Beringovskiy,63.05,179.32,45.39,79,8,6.51,RU,1592269260
Tevaitoa,-16.78,-151.5,80.24,82,24,14.32,PF,1592269321
Bathsheba,13.22,-59.52,82.4,69,40,19.46,BB,1592269228
Arrondissement de Brive-la-Gaillarde,45.25,1.5,53.01,93,28,0.07,FR,1592269324
Ola,59.58,151.28,57.78,56,0,7.65,RU,1592269325
Kiama,-34.68,150.87,66.99,61,0,11.99,AU,1592269326
Alofi,-19.06,-169.92,77.0,61,75,20.8,NU,1592269328
Quatre Cocos,-20.21,57.76,69.01,78,100,5.01,MU,1592269329
Yūbari,43.04,141.96,64.0,93,75,18.34,JP,1592269330
Hervey Bay,-25.3,152.85,70.0,83,70,8.99,AU,1592269331
Żary,51.64,15.14,55.99,78,91,2.66,PL,1592269311
Nizhnevartovsk,60.93,76.55,51.8,81,0,4.47,RU,1592269333
Norfolk,42.17,-71.25,62.01,58,28,6.93,US,1592269334
Seymchan,62.88,152.43,79.27,25,97,4.99,RU,1592269335
Nuevo Progreso,23.17,-97.95,82.99,64,0,3.0,MX,1592269337
Revda,56.8,59.93,48.2,93,85,2.24,RU,1592269338
Kollam,8.88,76.6,80.6,88,40,8.9,IN,1592269339
Henderson,36.04,-114.98,97.0,9,1,20.8,US,1592269283
Wanning,18.8,110.4,77.59,92,100,14.14,CN,1592269342
Aripuanã,-9.17,-60.63,74.34,75,16,1.39,BR,1592269345
Nizhniy Odes,63.64,54.86,60.91,84,100,7.54,RU,1592269346
Gayny,60.31,54.32,56.98,79,45,6.78,RU,1592269348
Petropavlovsk-Kamchatskiy,53.05,158.65,50.0,76,75,6.71,RU,1592269349
Fortuna,40.6,-124.16,63.0,87,75,11.41,US,1592269350
Marquette,46.53,-87.63,66.99,41,91,13.6,US,1592269351
Saurimo,-9.66,20.39,54.64,54,1,4.85,AO,1592269352
Volksrust,-27.37,29.88,31.03,98,4,2.33,ZA,1592269354
Dufftown,57.43,-3.13,57.2,87,75,6.93,GB,1592269355
Bairiki Village,1.33,172.98,87.8,66,20,5.82,KI,1592269324
Krasnosel'kup,65.7,82.47,51.31,56,100,15.77,RU,1592269357
Le Marin,14.47,-60.87,80.6,78,20,11.41,MQ,1592269358
Muros,42.78,-9.06,59.0,93,93,5.99,ES,1592269245
Turinsk,58.05,63.7,57.51,71,85,6.87,RU,1592269360
Mabaruma,8.2,-59.78,77.09,89,100,4.81,GY,1592269361
Sistranda,63.73,8.83,51.8,100,20,4.7,NO,1592269362
Yeniseysk,58.45,92.17,50.25,74,20,4.94,RU,1592269364
Narasannapeta,18.42,84.05,82.26,83,100,6.82,IN,1592269365
Abéché,13.83,20.83,80.64,46,17,4.76,TD,1592269366
Atar,20.52,-13.05,97.16,17,0,9.55,MR,1592269291
Manaure,11.78,-72.44,84.83,71,100,13.24,CO,1592269368
Anuchino,43.96,133.05,54.54,89,100,3.85,RU,1592269369
Ntungamo,-0.88,29.65,61.57,87,27,3.44,UG,1592269370
Khāsh,28.22,61.22,71.67,22,51,1.95,IR,1592269371
Copiapó,-27.37,-70.33,57.2,76,5,3.36,CL,1592269147
Sungai Penuh,-2.08,101.38,70.23,86,92,1.97,ID,1592269373
Artigas,-30.4,-56.47,56.32,95,55,9.26,UY,1592269376
Hoskote,14.28,77.17,75.61,75,100,16.46,IN,1592269377
Lompoc,34.64,-120.46,68.0,64,100,19.46,US,1592269225
Matagami,49.75,-77.63,75.2,29,1,8.05,CA,1592269349
Stornoway,58.21,-6.39,55.99,93,97,5.82,GB,1592269380
Thornhill,55.23,-3.77,59.0,93,40,2.24,GB,1592269247
Smithers,54.78,-127.17,64.4,34,40,16.11,CA,1592269205
Swift Current,50.28,-107.8,69.8,26,1,20.8,CA,1592269344
Curitibanos,-27.28,-50.58,50.49,99,30,4.05,BR,1592269384
Departamento de Maldonado,-34.67,-54.92,55.99,87,74,17.22,UY,1592269385
Saint-Augustin,51.23,-58.65,57.38,39,47,18.61,CA,1592269387
Kandrian,-6.22,149.55,86.07,69,42,9.95,PG,1592269388
Bandarbeyla,9.49,50.81,81.84,64,98,27.74,SO,1592269389
Sitka,57.05,-135.33,57.2,67,75,3.36,US,1592269390
Roebourne,-20.78,117.13,72.95,37,0,20.02,AU,1592269391
Lere,10.39,8.57,66.79,86,100,5.06,NG,1592269392
Ürümqi,43.8,87.6,78.8,22,92,13.42,CN,1592269393
Lahaina,20.88,-156.68,86.0,65,75,16.11,US,1592269394
Pahrump,36.21,-115.98,96.01,10,100,7.0,US,1592269395
Falun,60.6,15.63,55.99,76,35,4.7,SE,1592269397
Nome,64.5,-165.41,66.0,59,1,12.75,US,1592269300
Santa Lucía,27.91,-15.54,73.4,88,0,13.87,ES,1592269399
Rozivka,46.94,35.77,65.03,90,90,6.35,UA,1592269400
Marawi,8.0,124.29,79.66,67,8,2.73,PH,1592269401
Ambunti,-4.24,142.84,84.2,78,62,1.23,PG,1592269403
Torquay,50.46,-3.51,57.99,8,99,3.33,GB,1592269404
Abu Dhabi,24.47,54.37,93.2,46,0,4.7,AE,1592269406
Sabang,5.89,95.32,82.24,76,100,10.65,ID,1592269407
Narsaq,60.92,-46.05,42.8,75,100,3.36,GL,1592269384
Ikalamavony,-21.15,46.58,54.28,86,8,4.94,MG,1592269409
Kupang,-10.17,123.58,86.0,66,20,16.11,ID,1592269410
Fort Abbas,29.19,72.85,97.75,12,4,11.7,PK,1592269411
Ban Tak,17.04,99.08,77.0,100,75,1.39,TH,1592269412
Koumac,-20.57,164.28,77.11,61,24,2.59,NC,1592269414
Pozo Colorado,-23.49,-58.8,69.26,79,0,4.92,PY,1592269415
Bolu Province,40.67,31.58,57.54,76,87,3.13,TR,1592269417
Ivanava,52.15,25.54,57.4,95,0,6.42,BY,1592269418
Noril'sk,69.35,88.2,42.8,75,75,15.66,RU,1592269205
Ambilobe,-13.2,49.05,71.67,73,97,2.8,MG,1592269420
Tucupita,9.06,-62.05,75.38,95,99,4.61,VE,1592269422
Ngunguru,-35.62,174.5,60.01,84,100,8.01,NZ,1592269423
Nishihara,26.18,127.76,86.0,84,75,11.41,JP,1592269188
Manoel Urbano,-8.84,-69.26,76.51,73,100,2.3,BR,1592269425
Bud,39.45,-86.18,73.4,53,1,5.82,US,1592269426
Baft,29.23,56.61,69.57,20,0,4.52,IR,1592269428
Kota Kinabalu,5.97,116.07,84.99,79,20,3.36,MY,1592269429
Sterling,39.01,-77.43,71.6,46,75,8.05,US,1592269179
Lodja,-3.48,23.43,69.42,64,1,1.1,CD,1592269431
Herat Province,34.5,62.0,77.52,17,0,11.1,AF,1592269432
Tyrma,50.08,132.17,50.05,92,100,2.8,RU,1592269433
San Juan,-31.54,-68.54,52.09,42,0,3.29,AR,1592269434
Keflavik,64.0,-22.56,46.4,75,75,10.29,IS,1592269435
Olinda,-8.01,-34.86,75.2,88,75,8.05,BR,1592269392
Roseburg,43.22,-123.34,60.8,63,90,8.05,US,1592269437
Okato,-39.2,173.88,57.0,83,100,10.0,NZ,1592269439
Moelv,60.93,10.7,61.0,67,21,5.01,NO,1592269440
Harlingen,26.19,-97.7,86.0,62,40,14.99,US,1592269441
Sept-Îles,50.2,-66.38,59.0,51,40,6.91,CA,1592269442
Dauphin,51.15,-100.05,77.0,25,1,12.75,CA,1592269443
Kamina,-8.74,24.99,56.61,62,0,4.74,CD,1592269444
Port Augusta,-32.5,137.77,57.99,71,2,10.29,AU,1592269445
Mugumu,-1.85,34.7,59.56,92,52,2.48,TZ,1592269296
Zhezkazgan,47.8,67.71,52.97,61,0,21.23,KZ,1592269451
Katherine,-14.47,132.27,80.6,24,0,11.41,AU,1592269453
Halle,51.5,12.0,62.01,93,100,6.93,DE,1592269454
Sicamous,50.83,-118.99,66.0,52,98,3.47,CA,1592269455
Hambantota,6.12,81.12,80.6,100,20,9.17,LK,1592269251
Zinder,13.81,8.99,88.3,34,100,7.34,NE,1592269457
Maningrida,-12.07,134.27,83.23,54,82,15.43,AU,1592269459
Haines Junction,60.75,-137.51,63.45,52,100,1.83,CA,1592269279
Gamba,-2.65,10.0,71.83,93,58,4.05,GA,1592269461
Zhob,31.34,69.45,78.08,17,0,4.14,PK,1592269299
Grindavik,63.84,-22.43,46.4,75,75,10.29,IS,1592269464
Chengde,40.97,117.94,82.72,25,99,1.59,CN,1592269465
Rabat,33.99,-6.84,68.0,87,0,4.7,MA,1592269466
Zhengjiatun,43.51,123.51,80.53,35,0,9.89,CN,1592269468
Pasinler,39.98,41.68,44.6,93,0,2.24,TR,1592269469
Santa Maria,-29.68,-53.81,57.54,95,4,5.79,BR,1592269259
Arrondissement du Havre,49.58,0.33,60.8,87,98,6.93,FR,1592269471
Itoman,26.12,127.67,86.0,84,75,11.41,JP,1592269472
Gurupá,-1.41,-51.64,74.62,95,100,1.63,BR,1592269473
Sola,-13.88,167.55,84.2,79,75,21.92,VU,1592269474
Guerrero Negro,27.98,-114.06,68.14,70,0,18.48,MX,1592269475
Umm Kaddadah,13.6,26.69,87.94,34,0,6.13,SD,1592269476
Taoudenni,22.68,-3.98,98.37,11,0,14.72,ML,1592269478
Binga,-17.62,27.34,57.11,78,9,3.4,ZW,1592269479
Centralia,46.72,-122.95,61.0,77,40,6.93,US,1592269317
Vestmannaeyjar,63.44,-20.27,47.14,68,100,10.2,IS,1592269482
Ahipara,-35.17,173.17,61.29,76,100,8.79,NZ,1592269483
Havelock,34.88,-76.9,69.8,83,90,14.99,US,1592269484
Taltal,-25.4,-70.48,56.95,77,99,3.91,CL,1592269234
Baltasi,56.35,50.21,53.8,86,0,3.94,RU,1592269486
Conakry,9.54,-13.68,80.94,83,96,8.43,GN,1592269487
Salalah,17.02,54.09,86.0,79,40,3.36,OM,1592269489
Waipawa,-41.41,175.52,55.0,78,93,1.01,NZ,1592269490
Winona,43.97,-91.77,73.99,53,1,8.05,US,1592269491
Abonnema,4.71,6.79,75.56,92,100,5.06,NG,1592269492
Palmer,42.16,-72.33,69.8,46,40,2.24,US,1592269493
Vigrestad,58.57,5.7,57.2,93,0,7.25,NO,1592269494
Bogalusa,30.79,-89.85,84.2,66,1,3.91,US,1592269495
Semey,50.41,80.23,59.0,47,100,6.71,KZ,1592269496
Shizukuishi,39.68,140.98,73.4,60,75,10.29,JP,1592269497
Juli,-16.22,-69.45,40.89,79,100,3.65,PE,1592269498
Acaraú,-2.89,-40.12,78.42,86,37,10.78,BR,1592269500
San Vicente,-26.62,-54.13,61.83,97,0,3.36,AR,1592269501
Lenauheim,45.87,20.8,66.99,100,75,4.7,RO,1592269502
Terrace,54.52,-128.6,62.6,59,75,12.75,CA,1592269430
Marga,45.5,22.52,57.78,86,34,1.48,RO,1592269320
Shenjiamen,29.96,122.3,75.34,96,100,5.7,CN,1592269505
Villaviciosa,43.48,-5.44,59.0,83,100,3.51,ES,1592269506
Lysyanka,49.25,30.83,62.58,91,18,5.48,UA,1592269507
Luwingu,-10.26,29.93,49.46,86,0,4.63,ZM,1592269508
Hyères,43.12,6.12,68.0,52,0,4.7,FR,1592269478
Katobu,-4.94,122.53,81.81,77,100,6.73,ID,1592269511
Stromness,58.97,-3.3,50.0,93,1,6.93,GB,1592269512
Whyalla,-33.03,137.58,57.2,71,20,10.29,AU,1592269513
Macusani,-14.08,-70.43,37.36,79,100,0.11,PE,1592269514
Lae,-6.72,146.98,75.2,88,90,3.36,PG,1592269515
Tautira,-17.73,-149.15,84.2,70,75,11.41,PF,1592269516
